             (18.459030437376438,-0.14999999999999999)  (5.97511076125425742E-006,-8.02684748398588615E-007)   (1.29145447287380306E-009,6.83402794977104715E-009)  (-3.63502030897734026E-013,1.46827660703673377E-013) (-1.05727900661197970E-016,-6.82480539130672546E-017)  (7.16091936550004417E-008,-5.34943991046113687E-008) (-3.58011477190909927E-005,-1.64345708675870095E-005) (-2.92985505081210943E-008,-3.14535847408409342E-008)  (2.04323323640637617E-012,-1.12526166882733334E-011)   (5.23439977531914794E-015,2.79393708847425735E-015)
   (5.97511076125425827E-006,8.02684748398588932E-007)             (8.6354304373764386,-0.14999999999999999)  (5.97511076125425742E-006,-8.02684748398588615E-007)   (1.29145447287380306E-009,6.83402794977104715E-009)  (-3.63502030897734026E-013,1.46827660703673377E-013)  (3.36535848583361906E-005,-4.64530232951231655E-006)  (7.16091936550004417E-008,-5.34943991046113687E-008) (-3.58011477190909927E-005,-1.64345708675870095E-005) (-2.92985505081210943E-008,-3.14535847408409342E-008)  (2.04323323640637617E-012,-1.12526166882733334E-011)
  (1.29145447287301517E-009,-6.83402794977050700E-009)   (5.97511076125425827E-006,8.02684748398588932E-007)        (-1.1881695626235615,1.87451893677913586E-022)  (5.97511076125425742E-006,-8.02684748398588615E-007)   (1.29145447287380306E-009,6.83402794977104715E-009)  (1.10823329734454967E-009,-4.23640415163797307E-010)  (3.36535848583361906E-005,-4.64530232951231655E-006)  (7.16091936550004417E-008,-5.34943991046113687E-008) (-3.58011477190909927E-005,-1.64345708675870095E-005) (-2.92985505081210943E-008,-3.14535847408409342E-008)
 (-3.63502029997384886E-013,-1.46827661784092351E-013)  (1.29145447287301517E-009,-6.83402794977050700E-009)   (5.97511076125425827E-006,8.02684748398588932E-007)            (-11.011769562623563,-0.14999999999999999)  (5.97511076125425742E-006,-8.02684748398588615E-007) (-3.02185202491988783E-013,-3.45572407018267911E-013)  (1.10823329734454967E-009,-4.23640415163797307E-010)  (3.36535848583361906E-005,-4.64530232951231655E-006)  (7.16091936550004417E-008,-5.34943991046113687E-008) (-3.58011477190909927E-005,-1.64345708675870095E-005)
  (-1.05728440870688921E-016,6.82461631798489566E-017) (-3.63502029997384886E-013,-1.46827661784092351E-013)  (1.29145447287301517E-009,-6.83402794977050700E-009)   (5.97511076125425827E-006,8.02684748398588932E-007)            (-20.835369562623566,-0.14999999999999999) (-9.17183949189378934E-017,-4.68814323150362499E-017) (-3.02185202491988783E-013,-3.45572407018267911E-013)  (1.10823329734454967E-009,-4.23640415163797307E-010)  (3.36535848583361906E-005,-4.64530232951231655E-006)  (7.16091936550004417E-008,-5.34943991046113687E-008)
   (7.16091936549996873E-008,5.34943991046117327E-008)   (3.36535848583361906E-005,4.64530232951231655E-006)   (1.10823329734418964E-009,4.23640415164922738E-010)  (-3.02185199250731838E-013,3.45572406117918771E-013)  (-9.17153337318225532E-017,4.68825127340181336E-017)             (28.219818287630179,-0.14999999999999999) (-1.94084660057519018E-005,-3.80919395414458744E-006) (-1.96295227175112741E-009,-1.03229744352565414E-008)   (3.19116408426071371E-013,1.30491442890198621E-013)   (4.30379860672689050E-017,9.78771919295921577E-017)
  (-3.58011477190909927E-005,1.64345708675870095E-005)   (7.16091936549996873E-008,5.34943991046117327E-008)   (3.36535848583361906E-005,4.64530232951231655E-006)   (1.10823329734418964E-009,4.23640415164922738E-010)  (-3.02185199250731838E-013,3.45572406117918771E-013)  (-1.94084660057519018E-005,3.80919395414458659E-006)             (18.396218287630184,-0.14999999999999999) (-1.94084660057519018E-005,-3.80919395414458744E-006) (-1.96295227175112741E-009,-1.03229744352565414E-008)   (3.19116408426071371E-013,1.30491442890198621E-013)
  (-2.92985505081210943E-008,3.14535847408400343E-008)  (-3.58011477190909927E-005,1.64345708675870095E-005)   (7.16091936549996873E-008,5.34943991046117327E-008)   (3.36535848583361906E-005,4.64530232951231655E-006)   (1.10823329734418964E-009,4.23640415164922738E-010)  (-1.96295227174887665E-009,1.03229744352565414E-008)  (-1.94084660057519018E-005,3.80919395414458659E-006)        (8.5726182876301831,-8.28611460192434547E-022) (-1.94084660057519018E-005,-3.80919395414458744E-006) (-1.96295227175112741E-009,-1.03229744352565414E-008)
   (2.04323323820707445E-012,1.12526166897138910E-011)  (-2.92985505081210943E-008,3.14535847408400343E-008)  (-3.58011477190909927E-005,1.64345708675870095E-005)   (7.16091936549996873E-008,5.34943991046117327E-008)   (3.36535848583361906E-005,4.64530232951231655E-006)  (3.19116406985512706E-013,-1.30491439288802010E-013)  (-1.96295227174887665E-009,1.03229744352565414E-008)  (-1.94084660057519018E-005,3.80919395414458659E-006)            (-1.2509817123698175,-0.14999999999999999) (-1.94084660057519018E-005,-3.80919395414458744E-006)
  (5.23440301657609386E-015,-2.79393744861391801E-015)   (2.04323323820707445E-012,1.12526166897138910E-011)  (-2.92985505081210943E-008,3.14535847408400343E-008)  (-3.58011477190909927E-005,1.64345708675870095E-005)   (7.16091936549996873E-008,5.34943991046117327E-008)  (4.30394266259114165E-017,-9.78705293458705509E-017)  (3.19116406985512706E-013,-1.30491439288802010E-013)  (-1.96295227174887665E-009,1.03229744352565414E-008)  (-1.94084660057519018E-005,3.80919395414458659E-006)            (-11.074581712369817,-0.14999999999999999)
