             (9.6782750341001957,-0.14999999999999999)   (1.07005126508660220E-004,1.38144470976919076E-005) (-2.78485503420291016E-005,-7.53939452157686766E-006)   (3.74345798814346927E-010,1.74131109032407029E-009)  (2.30704403556192629E-010,-1.35827026768976899E-009) (-1.83981543775039569E-005,-8.14543882320935237E-005)   (1.01698600087025855E-005,7.02250532522615814E-004)  (-5.25274369624791399E-005,6.05250044613502014E-005) (-2.10129720590538313E-009,-5.06645147668532308E-010)   (1.33009149546545127E-009,7.28442308029759873E-010)
  (1.07005126508660247E-004,-1.38144470976919161E-005)             (4.2450750341001964,-0.14999999999999999)   (1.07005126508660220E-004,1.38144470976919076E-005) (-2.78485503420291016E-005,-7.53939452157686766E-006)   (3.74345798814346927E-010,1.74131109032407029E-009)  (4.85294754015746222E-005,-1.91226538568111862E-004) (-1.83981543775039569E-005,-8.14543882320935237E-005)   (1.01698600087025855E-005,7.02250532522615814E-004)  (-5.25274369624791399E-005,6.05250044613502014E-005) (-2.10129720590538313E-009,-5.06645147668532308E-010)
  (-2.78485503420291118E-005,7.53939452157687867E-006)  (1.07005126508660247E-004,-1.38144470976919161E-005)        (-1.1881249658998043,7.56778091311459374E-021)   (1.07005126508660220E-004,1.38144470976919076E-005) (-2.78485503420291016E-005,-7.53939452157686766E-006)  (-9.70847032230297184E-006,7.31646134381579155E-005)  (4.85294754015746222E-005,-1.91226538568111862E-004) (-1.83981543775039569E-005,-8.14543882320935237E-005)   (1.01698600087025855E-005,7.02250532522615814E-004)  (-5.25274369624791399E-005,6.05250044613502014E-005)
  (3.74345798816080078E-010,-1.74131109035571760E-009)  (-2.78485503420291118E-005,7.53939452157687867E-006)  (1.07005126508660247E-004,-1.38144470976919161E-005)            (-6.6213249658998050,-0.14999999999999999)   (1.07005126508660220E-004,1.38144470976919076E-005) (-1.19954813400537179E-010,-5.12249726454822493E-010)  (-9.70847032230297184E-006,7.31646134381579155E-005)  (4.85294754015746222E-005,-1.91226538568111862E-004) (-1.83981543775039569E-005,-8.14543882320935237E-005)   (1.01698600087025855E-005,7.02250532522615814E-004)
   (2.30704403547459256E-010,1.35827026766532456E-009)  (3.74345798816080078E-010,-1.74131109035571760E-009)  (-2.78485503420291118E-005,7.53939452157687867E-006)  (1.07005126508660247E-004,-1.38144470976919161E-005)            (-12.054524965899805,-0.14999999999999999)   (2.11281615399551745E-009,4.99771103005900480E-010) (-1.19954813400537179E-010,-5.12249726454822493E-010)  (-9.70847032230297184E-006,7.31646134381579155E-005)  (4.85294754015746222E-005,-1.91226538568111862E-004) (-1.83981543775039569E-005,-8.14543882320935237E-005)
  (-1.83981543775039569E-005,8.14543882320935508E-005)   (4.85294754015746900E-005,1.91226538568111862E-004) (-9.70847032230290407E-006,-7.31646134381579426E-005)  (-1.19954813298460093E-010,5.12249726477781304E-010)  (2.11281615389184235E-009,-4.99771103040113704E-010)             (19.438939680224589,-0.14999999999999999) (-1.08518199980308714E-004,-1.24812839625484194E-005)   (2.16727284365720994E-004,5.67309429164374386E-006) (-7.93217756220465294E-010,-1.68475059895720254E-009)  (-1.62388375937221244E-010,4.11967902490371750E-009)
  (1.01698600087025905E-005,-7.02250532522615705E-004)  (-1.83981543775039569E-005,8.14543882320935508E-005)   (4.85294754015746900E-005,1.91226538568111862E-004) (-9.70847032230290407E-006,-7.31646134381579426E-005)  (-1.19954813298460093E-010,5.12249726477781304E-010)  (-1.08518199980308755E-004,1.24812839625484956E-005)             (14.005739680224591,-0.14999999999999999) (-1.08518199980308714E-004,-1.24812839625484194E-005)   (2.16727284365720994E-004,5.67309429164374386E-006) (-7.93217756220465294E-010,-1.68475059895720254E-009)
 (-5.25274369624791670E-005,-6.05250044613501336E-005)  (1.01698600087025905E-005,-7.02250532522615705E-004)  (-1.83981543775039569E-005,8.14543882320935508E-005)   (4.85294754015746900E-005,1.91226538568111862E-004) (-9.70847032230290407E-006,-7.31646134381579426E-005)  (2.16727284365720885E-004,-5.67309429164375318E-006)  (-1.08518199980308755E-004,1.24812839625484956E-005)        (8.5725396802245886,-1.15680324013015493E-020) (-1.08518199980308714E-004,-1.24812839625484194E-005)   (2.16727284365720994E-004,5.67309429164374386E-006)
  (-2.10129720604322657E-009,5.06645147633711313E-010) (-5.25274369624791670E-005,-6.05250044613501336E-005)  (1.01698600087025905E-005,-7.02250532522615705E-004)  (-1.83981543775039569E-005,8.14543882320935508E-005)   (4.85294754015746900E-005,1.91226538568111862E-004)  (-7.93217756240756862E-010,1.68475059905248196E-009)  (2.16727284365720885E-004,-5.67309429164375318E-006)  (-1.08518199980308755E-004,1.24812839625484956E-005)             (3.1393396802245883,-0.14999999999999999) (-1.08518199980308714E-004,-1.24812839625484194E-005)
  (1.33009149537312034E-009,-7.28442308055352324E-010)  (-2.10129720604322657E-009,5.06645147633711313E-010) (-5.25274369624791670E-005,-6.05250044613501336E-005)  (1.01698600087025905E-005,-7.02250532522615705E-004)  (-1.83981543775039569E-005,8.14543882320935508E-005) (-1.62388375885361130E-010,-4.11967902491118446E-009)  (-7.93217756240756862E-010,1.68475059905248196E-009)  (2.16727284365720885E-004,-5.67309429164375318E-006)  (-1.08518199980308755E-004,1.24812839625484956E-005)            (-2.2938603197754124,-0.14999999999999999)
