             (18.217052765641615,-0.15000000000000002)            (0.14217269874032637,-0.72994065644486272)   (1.70427842515232415E-002,1.77333877485648904E-002)   (1.37289562431284640E-002,6.29893609192831369E-003)  (2.21486160342889343E-004,-6.65772176551247060E-004)        (4.51690480913973999E-002,0.10929163149840353)        (0.20119689463936630,4.68606955139879832E-003)  (-2.03585917384827312E-003,1.95183511607757753E-003)  (-5.35145281610951247E-004,1.78932315878274823E-003)   (1.25889120776883408E-004,3.38198262918747283E-005)
             (0.14217269874032651,0.72994065644486272)             (8.3934527656416158,-0.15000000000000002)            (0.14217269874032637,-0.72994065644486272)   (1.70427842515232415E-002,1.77333877485648904E-002)   (1.37289562431284640E-002,6.29893609192831369E-003)       (-0.18329450336687234,8.15896247637998701E-002)        (4.51690480913973999E-002,0.10929163149840353)        (0.20119689463936630,4.68606955139879832E-003)  (-2.03585917384827312E-003,1.95183511607757753E-003)  (-5.35145281610951247E-004,1.78932315878274823E-003)
  (1.70427842515233387E-002,-1.77333877485649702E-002)             (0.14217269874032651,0.72994065644486272)       (-1.4301472343583839,-3.38783495402924319E-017)            (0.14217269874032637,-0.72994065644486272)   (1.70427842515232415E-002,1.77333877485648904E-002)   (2.11979707343165234E-003,1.82234294007910767E-003)       (-0.18329450336687234,8.15896247637998701E-002)        (4.51690480913973999E-002,0.10929163149840353)        (0.20119689463936630,4.68606955139879832E-003)  (-2.03585917384827312E-003,1.95183511607757753E-003)
  (1.37289562431287936E-002,-6.29893609192832583E-003)  (1.70427842515233387E-002,-1.77333877485649702E-002)             (0.14217269874032651,0.72994065644486272)            (-11.253747234358384,-0.15000000000000002)            (0.14217269874032637,-0.72994065644486272)   (7.75449638508294301E-004,1.71956034245562264E-003)   (2.11979707343165234E-003,1.82234294007910767E-003)       (-0.18329450336687234,8.15896247637998701E-002)        (4.51690480913973999E-002,0.10929163149840353)        (0.20119689463936630,4.68606955139879832E-003)
   (2.21486160342853944E-004,6.65772176551252914E-004)  (1.37289562431287936E-002,-6.29893609192832583E-003)  (1.70427842515233387E-002,-1.77333877485649702E-002)             (0.14217269874032651,0.72994065644486272)            (-21.077347234358388,-0.15000000000000002)  (-1.00993336304566566E-004,5.32229440269525701E-005)   (7.75449638508294301E-004,1.71956034245562264E-003)   (2.11979707343165234E-003,1.82234294007910767E-003)       (-0.18329450336687234,8.15896247637998701E-002)        (4.51690480913973999E-002,0.10929163149840353)
       (4.51690480913974138E-002,-0.10929163149840353)      (-0.18329450336687228,-8.15896247637998423E-002)  (2.11979707343163326E-003,-1.82234294007908209E-003)  (7.75449638508272183E-004,-1.71956034245558513E-003) (-1.00993336304562879E-004,-5.32229440269584722E-005)             (28.231148357590026,-0.15000000000000002)            (0.18311834240591696,-0.88550257829153667)   (1.62410782581265956E-002,1.70171641639286497E-002)   (1.35554324624118754E-002,5.98340497489667934E-003)  (2.35728837335207509E-004,-6.97128348375257120E-004)
       (0.20119689463936632,-4.68606955139882694E-003)       (4.51690480913974138E-002,-0.10929163149840353)      (-0.18329450336687228,-8.15896247637998423E-002)  (2.11979707343163326E-003,-1.82234294007908209E-003)  (7.75449638508272183E-004,-1.71956034245558513E-003)             (0.18311834240591709,0.88550257829153667)             (18.407548357590031,-0.15000000000000002)            (0.18311834240591696,-0.88550257829153667)   (1.62410782581265956E-002,1.70171641639286497E-002)   (1.35554324624118754E-002,5.98340497489667934E-003)
 (-2.03585917384826271E-003,-1.95183511607761591E-003)       (0.20119689463936632,-4.68606955139882694E-003)       (4.51690480913974138E-002,-0.10929163149840353)      (-0.18329450336687228,-8.15896247637998423E-002)  (2.11979707343163326E-003,-1.82234294007908209E-003)  (1.62410782581267031E-002,-1.70171641639286983E-002)             (0.18311834240591709,0.88550257829153667)        (8.5839483575900282,-1.94144022857031433E-017)            (0.18311834240591696,-0.88550257829153667)   (1.62410782581265956E-002,1.70171641639286497E-002)
 (-5.35145281610959378E-004,-1.78932315878281892E-003) (-2.03585917384826271E-003,-1.95183511607761591E-003)       (0.20119689463936632,-4.68606955139882694E-003)       (4.51690480913974138E-002,-0.10929163149840353)      (-0.18329450336687228,-8.15896247637998423E-002)  (1.35554324624121997E-002,-5.98340497489672617E-003)  (1.62410782581267031E-002,-1.70171641639286983E-002)             (0.18311834240591709,0.88550257829153667)            (-1.2396516424099719,-0.15000000000000002)            (0.18311834240591696,-0.88550257829153667)
  (1.25889120776895958E-004,-3.38198262918614536E-005) (-5.35145281610959378E-004,-1.78932315878281892E-003) (-2.03585917384826271E-003,-1.95183511607761591E-003)       (0.20119689463936632,-4.68606955139882694E-003)       (4.51690480913974138E-002,-0.10929163149840353)   (2.35728837335148501E-004,6.97128348375262974E-004)  (1.35554324624121997E-002,-5.98340497489672617E-003)  (1.62410782581267031E-002,-1.70171641639286983E-002)             (0.18311834240591709,0.88550257829153667)            (-11.063251642409972,-0.15000000000000002)
