             (18.217022540858849,-0.15000000000000002)            (0.14231990172019057,-0.72992420401639579)   (1.70652562674947772E-002,1.76918855903648656E-002)   (1.37179348592799798E-002,6.27365650937051177E-003)  (2.09571591302063333E-004,-6.61856358089974069E-004)        (4.52459571219061552E-002,0.10929300085940581)        (0.20186416032621707,4.96307943862189706E-003)  (-2.13932828360599353E-003,1.98843474122009471E-003)  (-5.25653882643344972E-004,1.76278097714077414E-003)   (1.16978824280130497E-004,2.56402531305118264E-005)
             (0.14231990172019071,0.72992420401639591)             (8.3934225408588485,-0.15000000000000002)            (0.14231990172019057,-0.72992420401639579)   (1.70652562674947772E-002,1.76918855903648656E-002)   (1.37179348592799798E-002,6.27365650937051177E-003)       (-0.18269168513723277,8.12401482875324543E-002)        (4.52459571219061552E-002,0.10929300085940581)        (0.20186416032621707,4.96307943862189706E-003)  (-2.13932828360599353E-003,1.98843474122009471E-003)  (-5.25653882643344972E-004,1.76278097714077414E-003)
  (1.70652562674948952E-002,-1.76918855903649593E-002)             (0.14231990172019071,0.72992420401639591)       (-1.4301774591411522,-3.38714603777387150E-017)            (0.14231990172019057,-0.72992420401639579)   (1.70652562674947772E-002,1.76918855903648656E-002)   (2.12441022858293836E-003,1.78032472887763621E-003)       (-0.18269168513723277,8.12401482875324543E-002)        (4.52459571219061552E-002,0.10929300085940581)        (0.20186416032621707,4.96307943862189706E-003)  (-2.13932828360599353E-003,1.98843474122009471E-003)
  (1.37179348592803094E-002,-6.27365650937052391E-003)  (1.70652562674948952E-002,-1.76918855903649593E-002)             (0.14231990172019071,0.72992420401639591)            (-11.253777459141151,-0.15000000000000002)            (0.14231990172019057,-0.72992420401639579)   (7.91713165085105078E-004,1.73016561653797332E-003)   (2.12441022858293836E-003,1.78032472887763621E-003)       (-0.18269168513723277,8.12401482875324543E-002)        (4.52459571219061552E-002,0.10929300085940581)        (0.20186416032621707,4.96307943862189706E-003)
   (2.09571591302027907E-004,6.61856358089991741E-004)  (1.37179348592803094E-002,-6.27365650937052391E-003)  (1.70652562674948952E-002,-1.76918855903649593E-002)             (0.14231990172019071,0.72992420401639591)            (-21.077377459141154,-0.15000000000000002)  (-1.03553671013159428E-004,6.21332610813769186E-005)   (7.91713165085105078E-004,1.73016561653797332E-003)   (2.12441022858293836E-003,1.78032472887763621E-003)       (-0.18269168513723277,8.12401482875324543E-002)        (4.52459571219061552E-002,0.10929300085940581)
       (4.52459571219061690E-002,-0.10929300085940581)      (-0.18269168513723283,-8.12401482875324543E-002)  (2.12441022858292838E-003,-1.78032472887760195E-003)  (7.91713165085084370E-004,-1.73016561653793017E-003) (-1.03553671013161637E-004,-6.21332610813842912E-005)             (28.231183807618461,-0.15000000000000002)            (0.18279802983805030,-0.88558815286576820)   (1.62218783555029764E-002,1.70547930325925905E-002)   (1.35684039221152034E-002,6.01395371475807287E-003)  (2.47014682547588046E-004,-7.04714903670016152E-004)
       (0.20186416032621701,-4.96307943862192222E-003)       (4.52459571219061690E-002,-0.10929300085940581)      (-0.18269168513723283,-8.12401482875324543E-002)  (2.12441022858292838E-003,-1.78032472887760195E-003)  (7.91713165085084370E-004,-1.73016561653793017E-003)             (0.18279802983805044,0.88558815286576842)             (18.407583807618472,-0.15000000000000002)            (0.18279802983805030,-0.88558815286576820)   (1.62218783555029764E-002,1.70547930325925905E-002)   (1.35684039221152034E-002,6.01395371475807287E-003)
 (-2.13932828360599786E-003,-1.98843474122011466E-003)       (0.20186416032621701,-4.96307943862192222E-003)       (4.52459571219061690E-002,-0.10929300085940581)      (-0.18269168513723283,-8.12401482875324543E-002)  (2.12441022858292838E-003,-1.78032472887760195E-003)  (1.62218783555031325E-002,-1.70547930325926876E-002)             (0.18279802983805044,0.88558815286576842)        (8.5839838076184698,-1.94296304393417440E-017)            (0.18279802983805030,-0.88558815286576820)   (1.62218783555029764E-002,1.70547930325925905E-002)
 (-5.25653882643360476E-004,-1.76278097714082727E-003) (-2.13932828360599786E-003,-1.98843474122011466E-003)       (0.20186416032621701,-4.96307943862192222E-003)       (4.52459571219061690E-002,-0.10929300085940581)      (-0.18269168513723283,-8.12401482875324543E-002)  (1.35684039221154983E-002,-6.01395371475813185E-003)  (1.62218783555031325E-002,-1.70547930325926876E-002)             (0.18279802983805044,0.88558815286576842)            (-1.2396161923815319,-0.15000000000000002)            (0.18279802983805030,-0.88558815286576820)
  (1.16978824280134549E-004,-2.56402531305015028E-005) (-5.25653882643360476E-004,-1.76278097714082727E-003) (-2.13932828360599786E-003,-1.98843474122011466E-003)       (0.20186416032621701,-4.96307943862192222E-003)       (4.52459571219061690E-002,-0.10929300085940581)   (2.47014682547552647E-004,7.04714903669998480E-004)  (1.35684039221154983E-002,-6.01395371475813185E-003)  (1.62218783555031325E-002,-1.70547930325926876E-002)             (0.18279802983805044,0.88558815286576842)            (-11.063216192381532,-0.15000000000000002)
