             (18.217017887231997,-0.15000000000000002)            (0.14217955960623793,-0.72995665716081459)   (1.70677546021748873E-002,1.77141159968903228E-002)   (1.37198425405763453E-002,6.28135576937468264E-003)  (2.13746574563831608E-004,-6.62450081431688732E-004)        (4.52375536650721638E-002,0.10929701860374645)        (0.20120433672407295,4.72884490810376781E-003)  (-2.10652022981134895E-003,1.96483567706503756E-003)  (-5.12812192707156733E-004,1.77038071429536179E-003)   (1.17457587834721042E-004,2.81900324894729678E-005)
             (0.14217955960623804,0.72995665716081470)             (8.3934178872319976,-0.15000000000000002)            (0.14217955960623793,-0.72995665716081459)   (1.70677546021748873E-002,1.77141159968903228E-002)   (1.37198425405763453E-002,6.28135576937468264E-003)       (-0.18332571883901963,8.15590401436087770E-002)        (4.52375536650721638E-002,0.10929701860374645)        (0.20120433672407295,4.72884490810376781E-003)  (-2.10652022981134895E-003,1.96483567706503756E-003)  (-5.12812192707156733E-004,1.77038071429536179E-003)
  (1.70677546021749810E-002,-1.77141159968904269E-002)             (0.14217955960623804,0.72995665716081470)       (-1.4301821127680026,-3.38783544383546046E-017)            (0.14217955960623793,-0.72995665716081459)   (1.70677546021748873E-002,1.77141159968903228E-002)   (2.13459753517446791E-003,1.80367082069463926E-003)       (-0.18332571883901963,8.15590401436087770E-002)        (4.52375536650721638E-002,0.10929701860374645)        (0.20120433672407295,4.72884490810376781E-003)  (-2.10652022981134895E-003,1.96483567706503756E-003)
  (1.37198425405766749E-002,-6.28135576937468264E-003)  (1.70677546021749810E-002,-1.77141159968904269E-002)             (0.14217955960623804,0.72995665716081470)            (-11.253782112768002,-0.15000000000000002)            (0.14217955960623793,-0.72995665716081459)   (7.86068253974552661E-004,1.72221454399642680E-003)   (2.13459753517446791E-003,1.80367082069463926E-003)       (-0.18332571883901963,8.15590401436087770E-002)        (4.52375536650721638E-002,0.10929701860374645)        (0.20120433672407295,4.72884490810376781E-003)
   (2.13746574563796209E-004,6.62450081431700550E-004)  (1.37198425405766749E-002,-6.28135576937468264E-003)  (1.70677546021749810E-002,-1.77141159968904269E-002)             (0.14217955960623804,0.72995665716081470)            (-21.077382112768007,-0.15000000000000002)  (-1.00856016162526204E-004,5.57662201066420202E-005)   (7.86068253974552661E-004,1.72221454399642680E-003)   (2.13459753517446791E-003,1.80367082069463926E-003)       (-0.18332571883901963,8.15590401436087770E-002)        (4.52375536650721638E-002,0.10929701860374645)
       (4.52375536650721707E-002,-0.10929701860374644)      (-0.18332571883901960,-8.15590401436087631E-002)  (2.13459753517447094E-003,-1.80367082069462299E-003)  (7.86068253974514281E-004,-1.72221454399637194E-003) (-1.00856016162522517E-004,-5.57662201066449678E-005)             (28.231184699048864,-0.15000000000000002)            (0.18311210668855582,-0.88548793231365885)   (1.62163735571930374E-002,1.70362145209778069E-002)   (1.35651785210804138E-002,6.00227903276621694E-003)  (2.43237548047852342E-004,-7.01075626176990907E-004)
       (0.20120433672407295,-4.72884490810381031E-003)       (4.52375536650721707E-002,-0.10929701860374644)      (-0.18332571883901960,-8.15590401436087631E-002)  (2.13459753517447094E-003,-1.80367082069462299E-003)  (7.86068253974514281E-004,-1.72221454399637194E-003)             (0.18311210668855590,0.88548793231365908)             (18.407584699048861,-0.15000000000000002)            (0.18311210668855582,-0.88548793231365885)   (1.62163735571930374E-002,1.70362145209778069E-002)   (1.35651785210804138E-002,6.00227903276621694E-003)
 (-2.10652022981134592E-003,-1.96483567706506402E-003)       (0.20120433672407295,-4.72884490810381031E-003)       (4.52375536650721707E-002,-0.10929701860374644)      (-0.18332571883901960,-8.15590401436087631E-002)  (2.13459753517447094E-003,-1.80367082069462299E-003)  (1.62163735571931450E-002,-1.70362145209778520E-002)             (0.18311210668855590,0.88548793231365908)        (8.5839846990488624,-1.94143754590343015E-017)            (0.18311210668855582,-0.88548793231365885)   (1.62163735571930374E-002,1.70362145209778069E-002)
 (-5.12812192707186982E-004,-1.77038071429542164E-003) (-2.10652022981134592E-003,-1.96483567706506402E-003)       (0.20120433672407295,-4.72884490810381031E-003)       (4.52375536650721707E-002,-0.10929701860374644)      (-0.18332571883901960,-8.15590401436087631E-002)  (1.35651785210807382E-002,-6.00227903276628807E-003)  (1.62163735571931450E-002,-1.70362145209778520E-002)             (0.18311210668855590,0.88548793231365908)            (-1.2396153009511388,-0.15000000000000002)            (0.18311210668855582,-0.88548793231365885)
  (1.17457587834730623E-004,-2.81900324894611670E-005) (-5.12812192707186982E-004,-1.77038071429542164E-003) (-2.10652022981134592E-003,-1.96483567706506402E-003)       (0.20120433672407295,-4.72884490810381031E-003)       (4.52375536650721707E-002,-0.10929701860374644)   (2.43237548047781543E-004,7.01075626176996870E-004)  (1.35651785210807382E-002,-6.00227903276628807E-003)  (1.62163735571931450E-002,-1.70362145209778520E-002)             (0.18311210668855590,0.88548793231365908)            (-11.063215300951139,-0.15000000000000002)
