             (18.217091351553542,-0.15000000000000002)            (0.14236655801418160,-0.72994582053984913)   (1.70307395335224411E-002,1.76474216163186870E-002)   (1.37287571404168234E-002,6.27955839990853009E-003)  (2.08635232018725424E-004,-6.64353511244799655E-004)        (4.52243436533065341E-002,0.10926712525934935)        (0.20160493944062066,5.04089484367884182E-003)  (-2.09643891024636434E-003,1.99041143261429647E-003)  (-5.66364995551498634E-004,1.77292682081491688E-003)   (1.25596646468642922E-004,2.70485764921496372E-005)
             (0.14236655801418172,0.72994582053984924)             (8.3934913515535445,-0.15000000000000002)            (0.14236655801418160,-0.72994582053984913)   (1.70307395335224411E-002,1.76474216163186870E-002)   (1.37287571404168234E-002,6.27955839990853009E-003)       (-0.18275493247124083,8.14402765527302980E-002)        (4.52243436533065341E-002,0.10926712525934935)        (0.20160493944062066,5.04089484367884182E-003)  (-2.09643891024636434E-003,1.99041143261429647E-003)  (-5.66364995551498634E-004,1.77292682081491688E-003)
  (1.70307395335225591E-002,-1.76474216163187460E-002)             (0.14236655801418172,0.72994582053984924)       (-1.4301086484464558,-3.38684739265488330E-017)            (0.14236655801418160,-0.72994582053984913)   (1.70307395335224411E-002,1.76474216163186870E-002)   (2.11713223470579069E-003,1.77634973236304931E-003)       (-0.18275493247124083,8.14402765527302980E-002)        (4.52243436533065341E-002,0.10926712525934935)        (0.20160493944062066,5.04089484367884182E-003)  (-2.09643891024636434E-003,1.99041143261429647E-003)
  (1.37287571404171478E-002,-6.27955839990853009E-003)  (1.70307395335225591E-002,-1.76474216163187460E-002)             (0.14236655801418172,0.72994582053984924)            (-11.253708648446457,-0.15000000000000002)            (0.14236655801418160,-0.72994582053984913)   (8.10749410590176915E-004,1.73170235339198506E-003)   (2.11713223470579069E-003,1.77634973236304931E-003)       (-0.18275493247124083,8.14402765527302980E-002)        (4.52243436533065341E-002,0.10926712525934935)        (0.20160493944062066,5.04089484367884182E-003)
   (2.08635232018666416E-004,6.64353511244787837E-004)  (1.37287571404171478E-002,-6.27955839990853009E-003)  (1.70307395335225591E-002,-1.76474216163187460E-002)             (0.14236655801418172,0.72994582053984924)            (-21.077308648446458,-0.15000000000000002)  (-1.12628663996242409E-004,7.59169981061842193E-005)   (8.10749410590176915E-004,1.73170235339198506E-003)   (2.11713223470579069E-003,1.77634973236304931E-003)       (-0.18275493247124083,8.14402765527302980E-002)        (4.52243436533065341E-002,0.10926712525934935)
       (4.52243436533065341E-002,-0.10926712525934935)      (-0.18275493247124083,-8.14402765527302702E-002)  (2.11713223470577595E-003,-1.77634973236303565E-003)  (8.10749410590159134E-004,-1.73170235339193995E-003) (-1.12628663996232827E-004,-7.59169981061916054E-005)             (28.231112377631330,-0.15000000000000002)            (0.18266587291734157,-0.88559494218639923)   (1.62570496970004669E-002,1.70981391890456975E-002)   (1.35553907757737842E-002,6.01421657962626036E-003)  (2.47521169936768383E-004,-7.09927675300797332E-004)
       (0.20160493944062066,-5.04089484367887565E-003)       (4.52243436533065341E-002,-0.10926712525934935)      (-0.18275493247124083,-8.14402765527302702E-002)  (2.11713223470577595E-003,-1.77634973236303565E-003)  (8.10749410590159134E-004,-1.73170235339193995E-003)             (0.18266587291734177,0.88559494218639923)             (18.407512377631335,-0.15000000000000002)            (0.18266587291734157,-0.88559494218639923)   (1.62570496970004669E-002,1.70981391890456975E-002)   (1.35553907757737842E-002,6.01421657962626036E-003)
 (-2.09643891024636738E-003,-1.99041143261430211E-003)       (0.20160493944062066,-5.04089484367887565E-003)       (4.52243436533065341E-002,-0.10926712525934935)      (-0.18275493247124083,-8.14402765527302702E-002)  (2.11713223470577595E-003,-1.77634973236303565E-003)  (1.62570496970005987E-002,-1.70981391890457704E-002)             (0.18266587291734177,0.88559494218639923)        (8.5839123776313304,-1.94367084384945340E-017)            (0.18266587291734157,-0.88559494218639923)   (1.62570496970004669E-002,1.70981391890456975E-002)
 (-5.66364995551517174E-004,-1.77292682081497889E-003) (-2.09643891024636738E-003,-1.99041143261430211E-003)       (0.20160493944062066,-5.04089484367887565E-003)       (4.52243436533065341E-002,-0.10926712525934935)      (-0.18275493247124083,-8.14402765527302702E-002)  (1.35553907757741034E-002,-6.01421657962635404E-003)  (1.62570496970005987E-002,-1.70981391890457704E-002)             (0.18266587291734177,0.88559494218639923)            (-1.2396876223686688,-0.15000000000000002)            (0.18266587291734157,-0.88559494218639923)
  (1.25596646468643654E-004,-2.70485764921393102E-005) (-5.66364995551517174E-004,-1.77292682081497889E-003) (-2.09643891024636738E-003,-1.99041143261430211E-003)       (0.20160493944062066,-5.04089484367887565E-003)       (4.52243436533065341E-002,-0.10926712525934935)   (2.47521169936709348E-004,7.09927675300791477E-004)  (1.35553907757741034E-002,-6.01421657962635404E-003)  (1.62570496970005987E-002,-1.70981391890457704E-002)             (0.18266587291734177,0.88559494218639923)            (-11.063287622368669,-0.15000000000000002)
